,length,gc
ENSG00000219435,1109,0.616771867
ENSG00000219438,3080,0.585714286
ENSG00000219445,1918,0.483837331
ENSG00000219481,12212,0.453160825
ENSG00000219545,3752,0.404051173
ENSG00000219607,4147,0.536050157
ENSG00000219626,4927,0.454231784
ENSG00000219926,463,0.455723542
ENSG00000220008,4940,0.60708502
ENSG00000220161,1871,0.582041689
ENSG00000220201,2431,0.573426573
ENSG00000220205,3241,0.601666152
ENSG00000220256,6795,0.499337748
ENSG00000220575,3807,0.485421592
ENSG00000220702,606,0.50330033
ENSG00000220891,3111,0.493089039
ENSG00000220908,593,0.510961214
ENSG00000220925,513,0.485380117
ENSG00000221571,444,0.315315315
ENSG00000221813,5196,0.404157044
ENSG00000221818,7098,0.457171034
ENSG00000221819,994,0.556338028
ENSG00000221821,557,0.594254937
ENSG00000221823,3364,0.377526754
ENSG00000221826,3398,0.477339612
ENSG00000221829,5553,0.537367189
ENSG00000221836,8681,0.391083977
ENSG00000221837,1286,0.663297045
ENSG00000221838,4722,0.586827615
ENSG00000221840,1071,0.421101774
ENSG00000221843,16403,0.441931354
ENSG00000221845,2911,0.544486431
ENSG00000221852,1183,0.488588335
ENSG00000221855,924,0.501082251
ENSG00000221858,4172,0.390220518
ENSG00000221859,1100,0.641818182
ENSG00000221864,739,0.604871448
ENSG00000221866,16364,0.436262527
ENSG00000221867,1773,0.52284264
ENSG00000221869,1252,0.659744409
ENSG00000221874,1252,0.489616613
ENSG00000221878,4824,0.469941957
ENSG00000221880,991,0.526740666
ENSG00000221882,3457,0.445762222
ENSG00000221883,1042,0.553742802
ENSG00000221886,2882,0.421582235
ENSG00000221887,2921,0.438548442
ENSG00000221888,3980,0.373366834
ENSG00000221890,5830,0.575986278
ENSG00000221900,1293,0.639597834
ENSG00000221909,2705,0.451756007
ENSG00000221910,954,0.498951782
ENSG00000221914,8777,0.380198245
ENSG00000221916,742,0.629380054
ENSG00000221923,3719,0.430492068
ENSG00000221926,5640,0.464361702
ENSG00000221931,939,0.470713525
ENSG00000221932,1428,0.512605042
ENSG00000221933,1853,0.456556935
ENSG00000221937,1043,0.475551294
ENSG00000221938,2220,0.44009009
ENSG00000221944,6675,0.494681648
ENSG00000221946,1796,0.567928731
ENSG00000221947,3931,0.360976851
ENSG00000221949,1940,0.581958763
ENSG00000221953,2258,0.645261293
ENSG00000221954,1063,0.418626529
ENSG00000221955,5586,0.498567848
ENSG00000221962,1296,0.404320988
ENSG00000221963,10065,0.402881272
ENSG00000221968,6294,0.563711471
ENSG00000221970,4746,0.438263801
ENSG00000221972,NA,NA
ENSG00000221977,2855,0.384238179
ENSG00000221978,6842,0.514615609
ENSG00000221983,4306,0.537157455
ENSG00000221986,1759,0.491188175
ENSG00000221989,957,0.500522466
ENSG00000221990,1663,0.553217078
ENSG00000221994,4340,0.403456221
ENSG00000221995,NA,NA
ENSG00000222000,1164,0.371993127
ENSG00000222004,2029,0.465746673
ENSG00000222005,3360,0.51577381
ENSG00000222007,600,0.343333333
ENSG00000222009,3479,0.56654211
ENSG00000222011,2729,0.469402712
ENSG00000222012,3456,0.541377315
ENSG00000222014,3073,0.431174748
ENSG00000222017,1032,0.367248062
ENSG00000222018,961,0.436004162
ENSG00000222020,1056,0.553030303
ENSG00000222022,588,0.37244898
ENSG00000222028,1849,0.581395349
ENSG00000222030,2036,0.349214145
ENSG00000222031,469,0.334754797
ENSG00000222032,879,0.399317406
ENSG00000222033,2117,0.605573925
ENSG00000222035,3374,0.427385892
ENSG00000222036,6971,0.480705781
ENSG00000222037,317,0.599369085
ENSG00000222038,3370,0.482195846
ENSG00000222041,17782,0.452198853
ENSG00000222042,980,0.401020408
ENSG00000222043,499,0.723446894
ENSG00000222044,1055,0.61042654
ENSG00000222046,1870,0.57540107
ENSG00000222047,2513,0.485873458
ENSG00000223342,933,0.469453376
ENSG00000223343,782,0.554987212
ENSG00000223344,780,0.33974359
ENSG00000223350,409,0.584352078
ENSG00000223351,648,0.344135802
ENSG00000223356,433,0.545034642
ENSG00000223358,1632,0.439338235
ENSG00000223360,399,0.436090226
ENSG00000223373,596,0.407718121
ENSG00000223374,442,0.398190045
ENSG00000223379,492,0.477642276
ENSG00000223381,794,0.447103275
ENSG00000223382,2111,0.424917101
ENSG00000223387,3667,0.373056995
ENSG00000223390,762,0.569553806
ENSG00000223392,895,0.403351955
ENSG00000223393,1944,0.518004115
ENSG00000223394,333,0.498498498
ENSG00000223396,3018,0.466865474
ENSG00000223400,346,0.473988439
ENSG00000223403,8031,0.548001494
ENSG00000223404,634,0.372239748
ENSG00000223410,426,0.436619718
ENSG00000223414,NA,NA
ENSG00000223417,2579,0.357890655
ENSG00000223430,415,0.412048193
ENSG00000223432,310,0.529032258
ENSG00000223436,526,0.532319392
ENSG00000223438,681,0.415565345
ENSG00000223440,2582,0.452749806
ENSG00000223442,1081,0.49213691
ENSG00000223443,2415,0.504347826
ENSG00000223446,965,0.551295337
ENSG00000223461,582,0.642611684
ENSG00000223462,425,0.461176471
ENSG00000223466,3362,0.387566924
ENSG00000223469,394,0.573604061
ENSG00000223470,631,0.477020602
ENSG00000223475,552,0.55615942
ENSG00000223478,559,0.474060823
ENSG00000223479,819,0.404151404
ENSG00000223482,24071,0.398113913
ENSG00000223485,2258,0.547829938
ENSG00000223486,2691,0.567075437
ENSG00000223487,285,0.410526316
ENSG00000223492,1620,0.388271605
ENSG00000223496,5163,0.457679644
ENSG00000223502,421,0.299287411
ENSG00000223504,492,0.333333333
ENSG00000223510,779,0.575096277
ENSG00000223511,1001,0.516483516
ENSG00000223517,540,0.457407407
ENSG00000223522,3201,0.452983443
ENSG00000223528,4231,0.462774758
ENSG00000223530,525,0.506666667
ENSG00000223534,552,0.460144928
ENSG00000223536,2725,0.399266055
ENSG00000223537,1582,0.445006321
ENSG00000223542,631,0.388272583
ENSG00000223546,12055,0.418249689
ENSG00000223547,6588,0.436854888
ENSG00000223548,923,0.518959913
ENSG00000223552,2082,0.481748319
ENSG00000223554,298,0.39261745
ENSG00000223561,7451,0.420077842
ENSG00000223563,361,0.440443213
ENSG00000223569,1662,0.523465704
ENSG00000223572,2777,0.519625495
ENSG00000223573,4348,0.495400184
ENSG00000223576,444,0.448198198
ENSG00000223581,729,0.475994513
ENSG00000223586,1599,0.398999375
ENSG00000223587,2018,0.384043608
ENSG00000223591,1620,0.588271605
ENSG00000223597,1323,0.454270597
ENSG00000223598,853,0.459554513
ENSG00000223601,1777,0.344963421
ENSG00000223609,1152,0.415798611
ENSG00000223614,1239,0.393866021
ENSG00000223617,1337,0.412116679
ENSG00000223623,430,0.453488372
ENSG00000223626,657,0.579908676
ENSG00000223631,4210,0.413064133
ENSG00000223634,533,0.467166979
ENSG00000223635,723,0.493775934
ENSG00000223638,1198,0.473288815
ENSG00000223641,776,0.444587629
ENSG00000223642,1512,0.35515873
ENSG00000223643,837,0.500597372
ENSG00000223646,5132,0.405494934
ENSG00000223647,418,0.531100478
ENSG00000223648,431,0.503480278
ENSG00000223649,491,0.535641548
ENSG00000223652,1020,0.683333333
ENSG00000223653,4769,0.43321451
ENSG00000223658,1279,0.4151681
ENSG00000223660,410,0.495121951
ENSG00000223662,840,0.398809524
ENSG00000223665,536,0.440298507
ENSG00000223669,739,0.543978349
ENSG00000223675,2171,0.398894519
ENSG00000223678,NA,NA
ENSG00000223685,1625,0.376
ENSG00000223695,510,0.533333333
ENSG00000223697,1483,0.374915711
ENSG00000223701,605,0.492561983
ENSG00000223704,9935,0.430196276
ENSG00000223711,1676,0.442124105
ENSG00000223714,835,0.62754491
ENSG00000223715,5609,0.366375468
ENSG00000223716,399,0.498746867
ENSG00000223720,651,0.513056836
ENSG00000223725,1284,0.546728972
ENSG00000223726,578,0.425605536
ENSG00000223727,1337,0.376963351
ENSG00000223729,743,0.573351279
ENSG00000223732,315,0.349206349
ENSG00000223734,778,0.475578406
ENSG00000223742,756,0.451058201
ENSG00000223749,3003,0.532467532
ENSG00000223751,2437,0.469019286
ENSG00000223754,543,0.519337017
ENSG00000223761,168,0.380952381
ENSG00000223764,4152,0.616811175
ENSG00000223765,1194,0.401172529
ENSG00000223768,7634,0.545978517
ENSG00000223770,2651,0.36401358
ENSG00000223774,671,0.554396423
ENSG00000223776,1457,0.607412491
ENSG00000223783,943,0.546129374
ENSG00000223784,4118,0.462603205
ENSG00000223786,669,0.394618834
ENSG00000223791,778,0.705655527
ENSG00000223795,450,0.511111111
ENSG00000223797,6253,0.385574924
ENSG00000223799,2264,0.481890459
ENSG00000223800,316,0.344936709
ENSG00000223806,2480,0.386693548
ENSG00000223808,677,0.440177253
ENSG00000223809,250,0.532
ENSG00000223811,507,0.343195266
ENSG00000223812,9652,0.360339826
ENSG00000223813,1599,0.486554096
ENSG00000223814,407,0.584766585
ENSG00000223815,590,0.394915254
ENSG00000223817,378,0.484126984
ENSG00000223821,NA,NA
ENSG00000223823,1620,0.64691358
ENSG00000223826,390,0.433333333
ENSG00000223834,3299,0.54349803
ENSG00000223838,1539,0.354775828
ENSG00000223839,451,0.523281596
ENSG00000223842,1126,0.379218472
ENSG00000223843,4103,0.433828906
ENSG00000223850,1039,0.50240616
ENSG00000223855,4613,0.624322567
ENSG00000223859,567,0.395061728
ENSG00000223863,572,0.498251748
ENSG00000223870,291,0.402061856
ENSG00000223872,1930,0.492746114
ENSG00000223874,1834,0.448200654
ENSG00000223880,387,0.372093023
ENSG00000223881,1145,0.409606987
ENSG00000223882,469,0.456289979
ENSG00000223883,6152,0.406371912
ENSG00000223884,2061,0.484716157
ENSG00000223891,9239,0.458058231
ENSG00000223901,1117,0.526410027
ENSG00000223906,467,0.364025696
ENSG00000223910,1932,0.454968944
ENSG00000223911,412,0.36407767
ENSG00000223914,7433,0.376967577
ENSG00000223923,2060,0.476213592
ENSG00000223929,NA,NA
ENSG00000223930,11321,0.354120661
ENSG00000223935,3197,0.45323741
ENSG00000223944,3153,0.451316207
ENSG00000223946,161,0.565217391
ENSG00000223947,3485,0.495839311
ENSG00000223949,4614,0.372345037
ENSG00000223953,1537,0.677293429
ENSG00000223956,2220,0.479279279
ENSG00000223960,12410,0.420547945
ENSG00000223966,337,0.409495549
ENSG00000223969,4487,0.424336973
ENSG00000223975,280,0.55
ENSG00000223979,564,0.524822695
ENSG00000223985,609,0.52545156
ENSG00000223989,424,0.521226415
ENSG00000223991,2345,0.591471215
ENSG00000223993,1983,0.368633384
ENSG00000223997,8,0.25
ENSG00000223999,451,0.529933481
ENSG00000224000,658,0.414893617
ENSG00000224008,2290,0.358951965
ENSG00000224015,381,0.580052493
ENSG00000224017,2468,0.427066451
ENSG00000224018,1132,0.416961131
ENSG00000224020,1056,0.386363636
ENSG00000224023,3432,0.411130536
ENSG00000224027,577,0.483535529
ENSG00000224028,444,0.351351351
ENSG00000224031,361,0.387811634
ENSG00000224032,4293,0.439319823
ENSG00000224034,692,0.394508671
ENSG00000224038,476,0.365546218
ENSG00000224041,396,0.560606061
ENSG00000224043,5177,0.46629322
ENSG00000224046,911,0.463227223
ENSG00000224048,3348,0.377240143
ENSG00000224049,778,0.473007712
ENSG00000224050,NA,NA
ENSG00000224051,2555,0.666927593
ENSG00000224057,2849,0.511758512
ENSG00000224063,1826,0.450711939
ENSG00000224066,1357,0.560795873
ENSG00000224074,3446,0.39349971
ENSG00000224075,1792,0.467075893
ENSG00000224076,619,0.562197092
ENSG00000224077,483,0.418219462
ENSG00000224079,869,0.601841197
ENSG00000224086,37876,0.554546415
ENSG00000224087,578,0.446366782
ENSG00000224089,1298,0.399845917
ENSG00000224090,1992,0.534638554
ENSG00000224091,830,0.422891566
ENSG00000224093,4850,0.482061856
ENSG00000224095,437,0.418764302
ENSG00000224099,2206,0.411151405
ENSG00000224100,437,0.466819222
ENSG00000224101,528,0.464015152
ENSG00000224107,700,0.422857143
ENSG00000224109,1893,0.53671421
ENSG00000224116,5742,0.433298502
ENSG00000224122,645,0.417054264
ENSG00000224127,670,0.458208955
ENSG00000224128,468,0.553418803
ENSG00000224132,350,0.477142857
ENSG00000224137,1442,0.444521498
ENSG00000224138,516,0.364341085
ENSG00000224141,2739,0.411464038
ENSG00000224149,2203,0.513390831
ENSG00000224152,3146,0.415448188
ENSG00000224153,4058,0.470675209
ENSG00000224157,413,0.467312349
ENSG00000224164,866,0.444572748
ENSG00000224165,6014,0.51130695
ENSG00000224167,801,0.598002497
ENSG00000224173,3501,0.408454727
ENSG00000224174,327,0.474006116
ENSG00000224177,2175,0.502988506
ENSG00000224184,9856,0.436586851
ENSG00000224186,6650,0.489774436
ENSG00000224187,1713,0.438412142
ENSG00000224189,5120,0.510546875
ENSG00000224190,1877,0.518913159
ENSG00000224192,535,0.394392523
ENSG00000224194,568,0.610915493
ENSG00000224195,445,0.521348315
ENSG00000224204,1906,0.430745016
ENSG00000224215,892,0.501121076
ENSG00000224216,1721,0.348634515
ENSG00000224218,110,0.445454545
ENSG00000224220,414,0.526570048
ENSG00000224222,1527,0.415848068
ENSG00000224228,808,0.429455446
ENSG00000224231,1832,0.382641921
ENSG00000224238,2060,0.469417476
ENSG00000224239,497,0.533199195
ENSG00000224243,3403,0.469879518
ENSG00000224247,1376,0.39244186
ENSG00000224250,299,0.384615385
ENSG00000224251,482,0.417012448
ENSG00000224259,3725,0.439463087
ENSG00000224260,1069,0.486435921
ENSG00000224265,391,0.427109974
ENSG00000224267,347,0.463976945
ENSG00000224269,339,0.769911504
ENSG00000224271,33611,0.461842849
ENSG00000224272,2250,0.608
ENSG00000224276,401,0.466334165
ENSG00000224277,612,0.535947712
ENSG00000224286,1804,0.395232816
ENSG00000224292,653,0.506891271
ENSG00000224294,2228,0.39497307
ENSG00000224301,564,0.432624113
ENSG00000224307,2579,0.550213261
ENSG00000224308,1997,0.466199299
ENSG00000224310,2907,0.470588235
ENSG00000224311,379,0.488126649
ENSG00000224322,1323,0.433862434
ENSG00000224326,349,0.461318052
ENSG00000224328,738,0.539295393
ENSG00000224329,913,0.47754655
ENSG00000224330,842,0.413301663
ENSG00000224342,554,0.429602888
ENSG00000224347,570,0.349122807
ENSG00000224349,349,0.673352436
ENSG00000224358,2150,0.453953488
ENSG00000224359,357,0.347338936
ENSG00000224361,584,0.568493151
ENSG00000224363,2502,0.464028777
ENSG00000224371,891,0.435465769
ENSG00000224373,495,0.533333333
ENSG00000224374,216,0.476851852
ENSG00000224375,253,0.438735178
ENSG00000224382,2540,0.419291339
ENSG00000224383,4143,0.616702872
ENSG00000224384,481,0.440748441
ENSG00000224387,455,0.648351648
ENSG00000224388,382,0.471204188
ENSG00000224389,7174,0.592556454
ENSG00000224391,1184,0.470439189
ENSG00000224394,587,0.373083475
ENSG00000224397,7595,0.553522054
ENSG00000224400,477,0.4360587
ENSG00000224404,5497,0.432417682
ENSG00000224405,575,0.457391304
ENSG00000224406,4350,0.428045977
ENSG00000224407,1029,0.569484937
ENSG00000224409,395,0.562025316
ENSG00000224413,2198,0.603275705
ENSG00000224418,1278,0.48513302
ENSG00000224420,788,0.654822335
ENSG00000224424,4410,0.536054422
ENSG00000224429,5319,0.500282008
ENSG00000224440,449,0.483296214
ENSG00000224445,1045,0.397129187
ENSG00000224459,642,0.535825545
ENSG00000224467,503,0.371769384
ENSG00000224468,479,0.482254697
ENSG00000224470,9316,0.513417776
ENSG00000224477,327,0.541284404
ENSG00000224478,2545,0.533595285
ENSG00000224481,3388,0.501475797
ENSG00000224500,418,0.368421053
ENSG00000224504,2672,0.459206587
ENSG00000224505,2050,0.466341463
ENSG00000224506,3220,0.422670807
ENSG00000224509,1623,0.484904498
ENSG00000224511,3809,0.435547388
ENSG00000224513,435,0.611494253
ENSG00000224514,1045,0.541626794
ENSG00000224515,462,0.441558442
ENSG00000224516,680,0.670588235
ENSG00000224517,603,0.39800995
ENSG00000224521,2791,0.382300251
ENSG00000224525,766,0.496083551
ENSG00000224531,4887,0.396971557
ENSG00000224532,506,0.535573123
ENSG00000224533,1845,0.418428184
ENSG00000224535,873,0.529209622
ENSG00000224536,1516,0.463720317
ENSG00000224541,392,0.418367347
ENSG00000224549,447,0.384787472
ENSG00000224559,3516,0.354379977
ENSG00000224563,494,0.392712551
ENSG00000224565,1216,0.476151316
ENSG00000224568,2582,0.44887684
ENSG00000224574,552,0.570652174
ENSG00000224577,2602,0.480015373
ENSG00000224583,441,0.394557823
ENSG00000224586,2049,0.460712543
ENSG00000224592,684,0.628654971
ENSG00000224595,582,0.371134021
ENSG00000224596,5137,0.552267861
ENSG00000224597,122,0.524590164
ENSG00000224605,442,0.314479638
ENSG00000224607,335,0.531343284
ENSG00000224610,2027,0.431672422
ENSG00000224612,1026,0.434697856
ENSG00000224613,2774,0.402307138
ENSG00000224614,2838,0.578576462
ENSG00000224616,10037,0.388861214
ENSG00000224621,544,0.503676471
ENSG00000224626,368,0.35326087
ENSG00000224635,2746,0.449016752
ENSG00000224638,NA,NA
ENSG00000224643,597,0.412060302
ENSG00000224644,302,0.258278146
ENSG00000224645,358,0.335195531
ENSG00000224648,243,0.572016461
ENSG00000224649,327,0.370030581
ENSG00000224650,587,0.529812606
ENSG00000224652,2514,0.542561655
ENSG00000224655,3468,0.476931949
ENSG00000224658,311,0.475884244
ENSG00000224659,561,0.516934046
ENSG00000224660,6877,0.450487131
ENSG00000224661,807,0.628252788
ENSG00000224666,361,0.398891967
ENSG00000224671,353,0.54674221
ENSG00000224675,2362,0.33573243
ENSG00000224687,3187,0.438970819
ENSG00000224689,1694,0.416174734
ENSG00000224691,353,0.555240793
ENSG00000224698,2481,0.56025796
ENSG00000224700,577,0.45407279
ENSG00000224702,692,0.469653179
ENSG00000224711,1385,0.433935018
ENSG00000224712,2065,0.533171913
ENSG00000224713,2600,0.541538462
ENSG00000224714,2786,0.314429289
ENSG00000224715,4364,0.549266728
ENSG00000224717,2885,0.512998267
ENSG00000224718,1809,0.487562189
ENSG00000224721,2365,0.4397463
ENSG00000224729,3265,0.558958652
ENSG00000224730,554,0.485559567
ENSG00000224731,486,0.360082305
ENSG00000224733,549,0.422586521
ENSG00000224738,1524,0.542650919
ENSG00000224739,NA,NA
ENSG00000224743,6547,0.468458836
ENSG00000224746,1668,0.419664269
ENSG00000224750,3425,0.395328467
ENSG00000224758,604,0.579470199
ENSG00000224761,888,0.420045045
ENSG00000224764,487,0.492813142
ENSG00000224765,837,0.497013142
ENSG00000224788,575,0.35826087
ENSG00000224789,575,0.568695652
ENSG00000224790,4412,0.496146872
ENSG00000224794,1804,0.561529933
ENSG00000224795,5503,0.438669816
ENSG00000224799,644,0.413043478
ENSG00000224805,661,0.54311649
ENSG00000224808,428,0.488317757
ENSG00000224810,2463,0.466504263
ENSG00000224812,10787,0.486882358
ENSG00000224814,663,0.441930618
ENSG00000224817,914,0.443107221
ENSG00000224819,8415,0.393345217
ENSG00000224821,1522,0.475032852
ENSG00000224825,1178,0.465195246
ENSG00000224832,2071,0.338483824
ENSG00000224842,943,0.463414634
ENSG00000224843,8418,0.362081254
ENSG00000224844,669,0.46038864
ENSG00000224846,1459,0.480466073
ENSG00000224848,3386,0.46278795
ENSG00000224851,1000,0.481
ENSG00000224853,5026,0.415240748
ENSG00000224854,823,0.456865128
ENSG00000224855,497,0.299798793
ENSG00000224857,426,0.366197183
ENSG00000224865,2076,0.512524085
ENSG00000224875,947,0.402323126
ENSG00000224876,366,0.445355191
ENSG00000224877,1339,0.601194922
ENSG00000224883,515,0.559223301
ENSG00000224884,561,0.376114082
ENSG00000224888,4797,0.644777986
ENSG00000224893,9564,0.364387286
ENSG00000224897,17223,0.370783255
ENSG00000224899,600,0.368333333
ENSG00000224901,247,0.348178138
ENSG00000224902,561,0.515151515
ENSG00000224903,4232,0.404773157
ENSG00000224905,2328,0.402491409
ENSG00000224910,1516,0.506596306
ENSG00000224914,5674,0.452767007
ENSG00000224916,1829,0.551120831
ENSG00000224918,399,0.373433584
ENSG00000224919,234,0.576923077
ENSG00000224922,458,0.445414847
ENSG00000224924,19710,0.372754947
ENSG00000224932,2344,0.333191126
ENSG00000224933,277,0.386281588
ENSG00000224934,8545,0.422703335
ENSG00000224935,649,0.280431433
ENSG00000224939,2270,0.455066079
ENSG00000224940,3688,0.651030369
ENSG00000224943,853,0.362250879
ENSG00000224944,4241,0.347795331
ENSG00000224950,2302,0.493483927
ENSG00000224957,11853,0.365223994
ENSG00000224958,2355,0.563481953
ENSG00000224959,NA,NA
ENSG00000224961,931,0.439312567
ENSG00000224963,2167,0.649284725
ENSG00000224965,748,0.537433155
ENSG00000224968,2859,0.414480588
ENSG00000224969,471,0.435244161
ENSG00000224970,263,0.482889734
ENSG00000224977,659,0.508345979
ENSG00000224982,2840,0.441197183
ENSG00000224984,586,0.365187713
ENSG00000224985,379,0.54353562
ENSG00000224989,906,0.520971302
ENSG00000224995,520,0.357692308
ENSG00000225000,546,0.397435897
ENSG00000225002,456,0.35745614
ENSG00000225006,746,0.431635389
ENSG00000225007,287,0.588850174
ENSG00000225012,469,0.345415778
ENSG00000225028,1807,0.524626453
ENSG00000225032,2247,0.57988429
ENSG00000225037,378,0.394179894
ENSG00000225039,1642,0.593788063
ENSG00000225044,357,0.481792717
ENSG00000225050,445,0.426966292
ENSG00000225056,436,0.580275229
ENSG00000225058,427,0.454332553
ENSG00000225063,686,0.467930029
ENSG00000225064,523,0.468451243
ENSG00000225075,449,0.532293987
ENSG00000225076,578,0.477508651
ENSG00000225077,2358,0.527989822
ENSG00000225083,1481,0.538825118
ENSG00000225084,710,0.495774648
ENSG00000225085,455,0.4
ENSG00000225087,2896,0.39019337
ENSG00000225096,10016,0.383686102
ENSG00000225102,432,0.365740741
ENSG00000225105,302,0.503311258
ENSG00000225106,1354,0.526587888
ENSG00000225107,833,0.298919568
ENSG00000225110,3294,0.630540376
ENSG00000225112,373,0.479892761
ENSG00000225126,361,0.459833795
ENSG00000225127,3126,0.425783749
ENSG00000225128,813,0.361623616
ENSG00000225129,593,0.482293423
ENSG00000225140,2636,0.523141123
ENSG00000225144,414,0.40821256
ENSG00000225146,535,0.573831776
ENSG00000225148,786,0.459287532
ENSG00000225152,416,0.5
ENSG00000225156,2685,0.478212291
ENSG00000225163,NA,NA
ENSG00000225166,1641,0.40706886
ENSG00000225172,1882,0.374070138
ENSG00000225173,1390,0.470503597
ENSG00000225174,3510,0.507122507
ENSG00000225177,2639,0.443349754
ENSG00000225179,3187,0.425164732
ENSG00000225180,1805,0.649307479
ENSG00000225181,519,0.394990366
ENSG00000225187,860,0.574418605
ENSG00000225190,14746,0.51451241
ENSG00000225194,4869,0.565003081
ENSG00000225203,425,0.355294118
ENSG00000225205,2447,0.434409481
ENSG00000225206,9610,0.372112383
ENSG00000225208,382,0.534031414
ENSG00000225209,840,0.478571429
ENSG00000225214,507,0.443786982
ENSG00000225216,1623,0.481823783
ENSG00000225218,285,0.557894737
ENSG00000225226,1520,0.444736842
ENSG00000225230,914,0.447483589
ENSG00000225231,4925,0.363248731
ENSG00000225233,942,0.444798301
ENSG00000225234,908,0.542951542
ENSG00000225235,398,0.474874372
ENSG00000225243,796,0.399497487
ENSG00000225249,3398,0.387286639
ENSG00000225255,855,0.452631579
ENSG00000225258,562,0.400355872
ENSG00000225263,479,0.334029228
ENSG00000225265,2261,0.384343211
ENSG00000225269,3195,0.424726135
ENSG00000225279,1687,0.4682869
ENSG00000225280,1358,0.346833579
ENSG00000225284,550,0.374545455
ENSG00000225285,851,0.67920094
ENSG00000225298,611,0.425531915
ENSG00000225299,505,0.376237624
ENSG00000225303,373,0.410187668
ENSG00000225311,501,0.431137725
ENSG00000225313,4015,0.481444583
ENSG00000225315,454,0.54185022
ENSG00000225316,1640,0.499390244
ENSG00000225321,6319,0.436303213
ENSG00000225325,810,0.401234568
ENSG00000225327,1593,0.519146265
ENSG00000225328,1381,0.413468501
ENSG00000225331,1337,0.645474944
ENSG00000225334,1585,0.459305994
ENSG00000225335,2235,0.511409396
ENSG00000225337,416,0.430288462
ENSG00000225341,727,0.499312242
ENSG00000225342,2280,0.400438596
ENSG00000225350,465,0.430107527
ENSG00000225359,532,0.539473684
ENSG00000225361,4184,0.614483748
ENSG00000225362,2849,0.485082485
ENSG00000225365,589,0.595925297
ENSG00000225376,1863,0.443907676
ENSG00000225377,6273,0.531165312
ENSG00000225378,567,0.548500882
ENSG00000225380,277,0.487364621
ENSG00000225383,3182,0.390320553
ENSG00000225386,5776,0.399930748
ENSG00000225387,491,0.50712831
ENSG00000225391,1357,0.373618276
ENSG00000225393,553,0.555153707
ENSG00000225396,463,0.587473002
ENSG00000225399,1232,0.459415584
ENSG00000225407,600,0.586666667
ENSG00000225408,543,0.309392265
ENSG00000225411,3228,0.425340768
ENSG00000225413,477,0.536687631
ENSG00000225417,282,0.524822695
ENSG00000225420,1747,0.452776188
ENSG00000225421,2134,0.335988754
ENSG00000225424,475,0.4
ENSG00000225427,1822,0.41273326
ENSG00000225431,1811,0.499171728
ENSG00000225434,4916,0.432262002
ENSG00000225437,1712,0.416471963
ENSG00000225439,3946,0.454891029
ENSG00000225442,1058,0.492438563
ENSG00000225444,712,0.35252809
ENSG00000225446,1842,0.466883822
ENSG00000225450,500,0.582
ENSG00000225458,594,0.412457912
ENSG00000225465,7516,0.485364556
ENSG00000225470,22568,0.387938674
ENSG00000225472,1648,0.389563107
ENSG00000225473,1046,0.436902486
ENSG00000225484,22490,0.390573588
ENSG00000225488,3086,0.520090732
ENSG00000225489,3177,0.489455461
ENSG00000225493,1975,0.564556962
ENSG00000225497,457,0.455142232
ENSG00000225498,733,0.431105048
ENSG00000225506,921,0.50597177
ENSG00000225511,213,0.732394366
ENSG00000225516,457,0.582056893
ENSG00000225518,1613,0.502789833
ENSG00000225519,380,0.426315789
ENSG00000225520,NA,NA
ENSG00000225521,559,0.62254025
ENSG00000225523,409,0.501222494
ENSG00000225526,3058,0.443100065
ENSG00000225527,413,0.368038741
ENSG00000225532,439,0.498861048
ENSG00000225535,2300,0.412173913
ENSG00000225537,542,0.459409594
ENSG00000225539,6298,0.365512861
ENSG00000225542,928,0.386853448
ENSG00000225545,130,0.369230769
ENSG00000225546,2682,0.385533184
ENSG00000225548,4742,0.423871784
ENSG00000225552,804,0.355721393
ENSG00000225554,NA,NA
ENSG00000225555,2643,0.441922058
ENSG00000225556,2015,0.63573201
ENSG00000225559,457,0.455142232
ENSG00000225561,834,0.384892086
ENSG00000225563,1003,0.43668993
ENSG00000225564,4421,0.369147252
ENSG00000225570,985,0.346192893
ENSG00000225572,2494,0.396150762
ENSG00000225578,562,0.517793594
ENSG00000225579,3993,0.383170548
ENSG00000225582,1770,0.499435028
ENSG00000225588,1305,0.430651341
ENSG00000225595,3098,0.456423499
ENSG00000225598,580,0.367241379
ENSG00000225602,763,0.433813893
ENSG00000225605,2097,0.415832141
ENSG00000225606,911,0.598243688
ENSG00000225610,781,0.446862996
ENSG00000225611,1059,0.455146364
ENSG00000225612,950,0.547368421
ENSG00000225613,462,0.517316017
ENSG00000225614,13774,0.665601859
ENSG00000225619,3244,0.442355117
ENSG00000225620,365,0.509589041
ENSG00000225626,2095,0.429116945
ENSG00000225632,1112,0.538669065
ENSG00000225637,2816,0.584872159
ENSG00000225640,358,0.519553073
ENSG00000225643,483,0.587991718
ENSG00000225647,2889,0.424714434
ENSG00000225652,2125,0.419764706
ENSG00000225655,758,0.440633245
ENSG00000225656,311,0.427652733
ENSG00000225657,996,0.511044177
ENSG00000225663,3726,0.597691895
ENSG00000225670,5208,0.525537634
ENSG00000225675,567,0.504409171
ENSG00000225676,2210,0.523076923
ENSG00000225680,726,0.432506887
ENSG00000225683,9803,0.41446496
ENSG00000225684,7907,0.517010244
ENSG00000225689,7219,0.362792631
ENSG00000225697,6373,0.59344108
ENSG00000225698,437,0.505720824
ENSG00000225703,453,0.507726269
